tracking_number,carrier,status,error_message,service,service_code,weight_kg,weight_lbs,is_dimensional_weight,origin_city,origin_state,origin_country,destination_city,destination_state,destination_country,distance_km,distance_miles,transport_mode,emission_factor,total_emissions_kg_co2e,main_transit_emissions_kg,last_mile_emissions_kg,trees_needed_1_year,equivalent_miles_driven
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,17.96,39.595,FALSE,Fieldsboro,NJ,US,worcester,MA,US,340.58,211.63,truck_average,0.127,0.8128,0.7768,0.0359,0.04,2
TBA324131400122,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.37,0.816,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0042,0.0034,0.0007,0,0
TBA324144684976,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.4,11.905,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.061,0.0502,0.0108,0,0.2
TBA324141551443,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.053,11.14,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0571,0.047,0.0101,0,0.1
TBA324140305005,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.62,7.981,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0226,0.0154,0.0072,0,0.1
TBA324135481444,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.4,3.086,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0087,0.0059,0.0028,0,0
1ZA81H450302864667,UPS,success,,UPS Ground,518,13.608,30,FALSE,CANTON,MI,US,WORCESTER,MA,US,1930.31,1199.44,truck_average,0.127,3.3632,3.3359,0.0272,0.16,8.3
TBA324137308068,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.49,1.08,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0031,0.0021,0.001,0,0
9261290278833917259133,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324096898621,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.15,4.74,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0268,0.0225,0.0043,0,0.1
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,5.81,12.809,FALSE,Olive Branch,MS,US,WORCESTER,MA,US,1761.97,1094.84,truck_average,0.127,1.3117,1.3001,0.0116,0.06,3.2
TBA324131269945,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.6,3.527,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.01,0.0068,0.0032,0,0
TBA324098729327,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.203,2.652,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0136,0.0112,0.0024,0,0
TBA324123647127,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,17.091,37.678,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.2127,0.1785,0.0342,0.01,0.5
TBA324134726741,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.5,1.102,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0031,0.0021,0.001,0,0
TBA324128296328,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.4,3.086,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0087,0.0059,0.0028,0,0
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,0.14,0.309,FALSE,Dover,DE,US,Worcester,MA,US,466.58,289.92,truck_average,0.127,0.0086,0.0083,0.0003,0,0
9434650105495005369950,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324141601522,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,10.957,24.156,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.1363,0.1144,0.0219,0.01,0.3
9261290980627885918615,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9488809000276106897110,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9334620785970233526435,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324121477239,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.311,2.89,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0082,0.0056,0.0026,0,0
9261290980628075754273,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9261290304418150481639,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324124351059,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.34,13.977,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0396,0.0269,0.0127,0,0.1
TBA324116674096,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,11.36,25.044,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0709,0.0482,0.0227,0,0.2
9200190383092502380567,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9200190383092502380765,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9261290357481634765220,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZX99Y940329789930,UPS,success,,UPS Ground,518,5.443,12,FALSE,EASTVALE,CA,US,WORCESTER,MA,US,4066.26,2526.66,truck_average,0.127,2.8218,2.8109,0.0109,0.13,7
1Z2E3A690101357190,UPS,success,,UPS Next Day Air®,557,0.499,1.1,FALSE,SHEPHERDSVILLE,KY,US,WORCESTER,MA,US,1275.48,792.55,truck_average,0.127,0.0818,0.0808,0.001,0,0.2
1ZC6J5630330014113,UPS,success,,UPS Ground,518,5.942,13.1,FALSE,HOUSTON,TX,US,WORCESTER,MA,US,2523.81,1568.22,truck_average,0.127,1.9165,1.9046,0.0119,0.09,4.7
9500110703735246086795,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253577750676,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9261290354867431984935,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx SmartPost,SMART_POST,0.77,1.698,FALSE,Maryville,TN,US,WORCESTER,MA,US,1275.68,792.67,truck_average,0.127,0.1263,0.1247,0.0015,0.01,0.3
TBA324113883233,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.67,1.477,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0042,0.0028,0.0013,0,0
1LSCXO4005E8EHI,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,0.5,1.102,FALSE,Prairie Du Chien,WI,US,WORCESTER,MA,US,1584.57,984.61,truck_average,0.127,0.1016,0.1006,0.001,0,0.3
9341989725206460676497,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx 2Day,FEDEX_2_DAY,4.08,8.995,FALSE,Cynthiana,IN,US,Worcester,MA,US,1425.03,885.48,air_shorthaul,0.82,4.7758,4.7676,0.0082,0.23,11.8
1Z72A7160108834880,UPS,success,,UPS Next Day Air®,557,2.812,6.2,FALSE,WESTWOOD,MA,US,WORCESTER,MA,US,48,29.82,truck_average,0.127,0.0228,0.0171,0.0056,0,0.1
Unknown,FedEx,success,,FedEx 2Day,FEDEX_2_DAY,2.72,5.997,FALSE,Cynthiana,IN,US,Worcester,MA,US,1425.03,885.48,air_shorthaul,0.82,3.1838,3.1784,0.0054,0.15,7.9
1Z1801360276907776,UPS,success,,UPS 2nd Day Air®,545,13.608,30,FALSE,MOUNT JOY,PA,US,WORCESTER,MA,US,461.13,286.53,truck_average,0.127,0.8241,0.7969,0.0272,0.04,2
9534615396815245057949,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9505513589125245393820,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9300110966012838695382,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZC6X3520312283397,UPS,success,,UPS Ground,518,0.68,1.5,FALSE,PEABODY,MA,US,WORCESTER,MA,US,77.7,48.28,truck_average,0.127,0.0081,0.0067,0.0014,0,0
9400150105794018804822,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324112397944,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.13,2.491,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0071,0.0048,0.0023,0,0
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,0.05,0.11,FALSE,THIEF RIVER FALLS,MN,US,WORCESTER,MA,US,2012.9,1250.76,truck_average,0.127,0.0129,0.0128,0.0001,0,0
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,3.54,7.804,FALSE,LEAVENWORTH,KS,US,WORCESTER,MA,US,1972.55,1225.68,truck_average,0.127,0.8939,0.8868,0.0071,0.04,2.2
Unknown,FedEx,success,,FedEx 2Day,FEDEX_2_DAY,0.45,0.992,FALSE,Louisville,KY,US,Worcester,MA,US,1266.19,786.77,air_shorthaul,0.82,0.4681,0.4672,0.0009,0.02,1.2
Unknown,FedEx,success,,FedEx 2Day,FEDEX_2_DAY,0.91,2.006,FALSE,BOSTON,MA,US,WORCESTER,MA,US,61.99,38.52,air_shorthaul,0.82,0.0481,0.0463,0.0018,0,0.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.18,2.601,FALSE,Mccordsville,IN,US,Worcester,MA,US,1213.85,754.25,truck_average,0.127,0.1843,0.1819,0.0024,0.01,0.5
9300110597204628701289,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324072008143,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.73,3.814,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0215,0.0181,0.0035,0,0.1
1Z00YE701302212535,UPS,success,,UPS Next Day Air Saver®,556,1.86,4.1,FALSE,GOODYEAR,AZ,US,WORCESTER,MA,US,3664.43,2276.97,truck_average,0.127,0.8692,0.8655,0.0037,0.04,2.2
TBA324111456335,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.86,4.101,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0116,0.0079,0.0037,0,0
22479400130109355100455117,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
92346903478422300068944203,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9488809000276106897158,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324113004325,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.34,0.75,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0021,0.0014,0.0007,0,0
1ZE606200396693737,UPS,success,,UPS Ground,518,4.536,10,FALSE,CHICAGO,IL,US,WORCESTER,MA,US,1308.31,812.95,truck_average,0.127,0.7627,0.7537,0.0091,0.04,1.9
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,10.57,23.303,FALSE,Chicago,IL,US,WORCESTER,MA,US,1308.31,812.95,truck_average,0.127,1.7774,1.7563,0.0211,0.08,4.4
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,14.56,32.099,FALSE,Chicago,IL,US,WORCESTER,MA,US,1308.31,812.95,truck_average,0.127,2.4483,2.4192,0.0291,0.12,6.1
TBA324058247437,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,3.481,7.675,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0232,0.0232,0,0,0.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,8.16,17.99,FALSE,Pennsauken,NJ,US,WORCESTER,MA,US,374.65,232.8,truck_average,0.127,0.4046,0.3883,0.0163,0.02,1
22479400108106244225551557,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
22479449008106244210045186,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
92001903478422300314099495,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324100019268,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.74,12.655,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0358,0.0243,0.0115,0,0.1
9434611206217851152383,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZC1G376YN17635610,UPS,success,,UPS Ground Saver®,613,5.897,13,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,2.9702,2.9584,0.0118,0.14,7.4
9361289725253562455753,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253577771152,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
92001903651784300059298591,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z906AW41323377715,UPS,success,,UPS Next Day Air Saver®,556,0.227,0.5,FALSE,SIOUX FALLS,SD,US,WORCESTER,MA,US,2033.09,1263.3,truck_average,0.127,0.059,0.0586,0.0005,0,0.1
1ZC60Y59YN44754135,UPS,success,,UPS Ground Saver®,613,2.54,5.6,FALSE,MORRIS,IL,US,WORCESTER,MA,US,1382.49,859.04,truck_average,0.127,0.4511,0.446,0.0051,0.02,1.1
1Z3846EY1330765263,UPS,success,,UPS Next Day Air Saver®,556,1.043,2.3,FALSE,KENOSHA,WI,US,WORCESTER,MA,US,1316.89,818.28,truck_average,0.127,0.1766,0.1745,0.0021,0.01,0.4
9505506633115240296075,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324117091819,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.78,6.129,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0314,0.0258,0.0056,0,0.1
TBA324111866526,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.65,3.638,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0103,0.007,0.0033,0,0
22479300110965600087603145,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z4X4881YT16523638,UPS,success,,UPS Ground Saver®,613,0.544,1.2,FALSE,LONGVIEW,TX,US,WORCESTER,MA,US,2291.93,1424.14,truck_average,0.127,0.1595,0.1584,0.0011,0.01,0.4
UUS58V0566753799788,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx SmartPost,SMART_POST,1.18,2.601,FALSE,CRANBURY,NJ,US,WORCESTER,MA,US,314.15,195.2,truck_average,0.127,0.0494,0.0471,0.0024,0,0.1
TBA324045973310,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.31,0.683,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0019,0.0013,0.0006,0,0
TBA324045973310,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.31,0.683,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0019,0.0013,0.0006,0,0
TBA324118593605,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,0.44,0.97,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,last_mile,0.2,0.0064,0.0064,0,0,0
1Z0F5R410324666356,UPS,success,,UPS Ground,518,0.635,1.4,FALSE,MORELAND,GA,US,WORCESTER,MA,US,1512.54,939.85,truck_average,0.127,0.1233,0.122,0.0013,0.01,0.3
22479434608106244197300278,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZA62R440384023005,UPS,success,,UPS Ground,518,0.454,1,FALSE,LONGMEADOW,MA,US,WORCESTER,MA,US,68.68,42.68,truck_average,0.127,0.0049,0.004,0.0009,0,0
1ZX2569W1338958746,UPS,success,,UPS Next Day Air Saver®,556,2.631,5.8,FALSE,WILMINGTON,DE,US,WORCESTER,MA,US,421.06,261.64,truck_average,0.127,0.1459,0.1407,0.0053,0.01,0.4
9361289725253335153794,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9534611987845246901406,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZR09H550318405338,UPS,success,,UPS Ground,518,1.361,3,FALSE,SARASOTA,FL,US,WORCESTER,MA,US,1921.34,1193.86,truck_average,0.127,0.3348,0.332,0.0027,0.02,0.8
9505515416765245650647,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZGH80330345394495,UPS,success,,UPS Ground,518,0.091,0.2,FALSE,HOUSTON,TX,US,WORCESTER,MA,US,2523.81,1568.22,truck_average,0.127,0.0293,0.0291,0.0002,0,0.1
1ZGH80330345402663,UPS,success,,UPS Ground,518,0.181,0.4,FALSE,HOUSTON,TX,US,WORCESTER,MA,US,2523.81,1568.22,truck_average,0.127,0.0585,0.0582,0.0004,0,0.1
9241990249300735013498,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9500106680065246503361,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253558350390,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253385665230,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253386727692,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZV579K70334965129,UPS,success,,UPS Ground,518,0.091,0.2,FALSE,MEMPHIS,TN,US,WORCESTER,MA,US,1768.14,1098.67,truck_average,0.127,0.0206,0.0204,0.0002,0,0.1
9400150105898000645025,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZGG84630356380220,UPS,success,,UPS Ground,518,0.499,1.1,FALSE,RICHMOND,TX,US,WORCESTER,MA,US,2565.6,1594.19,truck_average,0.127,0.1636,0.1626,0.001,0.01,0.4
TBA324003029662,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.721,3.794,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0194,0.016,0.0034,0,0
1ZY38R94P281278582,UPS,success,,UPS Ground,518,0.68,1.5,FALSE,CHARLOTTE,NC,US,WORCESTER,MA,US,1106.79,687.73,truck_average,0.127,0.097,0.0956,0.0014,0,0.2
1ZV981460344452483,UPS,success,,UPS Ground,518,0.907,2,FALSE,CINCINNATI,OH,US,WORCESTER,MA,US,1129.11,701.59,truck_average,0.127,0.1319,0.1301,0.0018,0.01,0.3
TBA324111240292,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.42,3.131,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0089,0.006,0.0028,0,0
1ZR43Y850327228657,UPS,success,,UPS Ground,518,0.862,1.9,FALSE,INDIANAPOLIS,IN,US,WORCESTER,MA,US,1237.33,768.84,truck_average,0.127,0.1372,0.1354,0.0017,0.01,0.3
Unknown,FedEx,success,,FedEx Standard Overnight,STANDARD_OVERNIGHT,0.45,0.992,FALSE,Carlisle,PA,US,Worcester,MA,US,506.21,314.55,air_shorthaul,0.82,0.1877,0.1868,0.0009,0.01,0.5
1ZK100A6YW45211803,UPS,success,,UPS Ground Saver®,613,9.072,20,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,4.5695,4.5514,0.0181,0.22,11.3
1ZK100A6YW81817645,UPS,success,,UPS Ground Saver®,613,9.072,20,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,4.5695,4.5514,0.0181,0.22,11.3
1ZK100A6YW61786761,UPS,success,,UPS Ground Saver®,613,8.618,19,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,4.341,4.3238,0.0172,0.21,10.7
1ZK100A6YW54750848,UPS,success,,UPS Ground Saver®,613,8.618,19,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,4.341,4.3238,0.0172,0.21,10.7
1ZK100A6YW97387116,UPS,success,,UPS Ground Saver®,613,9.072,20,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,4.5695,4.5514,0.0181,0.22,11.3
1ZK100A6YW25803005,UPS,success,,UPS Ground Saver®,613,9.072,20,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,4.5695,4.5514,0.0181,0.22,11.3
22479200190397123104451003,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9261290278833915768804,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9505515443585246847082,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Priority Overnight,PRIORITY_OVERNIGHT,3.18,7.011,FALSE,Lewisville,TX,US,WOOSTER,MA,US,1590.04,988,air_shorthaul,0.82,4.1525,4.1462,0.0064,0.2,10.3
22479200190381925311554688,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324105777885,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4,8.818,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.025,0.017,0.008,0,0.1
TBA324115663468,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.34,2.954,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0151,0.0125,0.0027,0,0
9488809000276106897127,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324112947997,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.42,0.926,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0047,0.0039,0.0008,0,0
TBA324047944800,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.62,1.367,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0077,0.0065,0.0012,0,0
1ZHF25480300679082,UPS,success,,UPS Ground,518,4.672,10.3,FALSE,PASADENA,TX,US,WORCESTER,MA,US,2516.87,1563.91,truck_average,0.127,1.5027,1.4934,0.0093,0.07,3.7
1ZE3716H0333886288,UPS,success,,UPS Ground,518,0.136,0.3,FALSE,CLEVELAND,OH,US,WORCESTER,MA,US,824.95,512.6,truck_average,0.127,0.0145,0.0143,0.0003,0,0
9200190106460362211193,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZF1F5420425767493,UPS,success,,UPS Worldwide Express Saver®,566,0.5,1.102,FALSE,SHATIN,,HK,WORCESTER,MA,US,12820.76,7966.45,truck_average,0.127,0.8151,0.8141,0.001,0.04,2
1Z4TC77U1316265622,UPS,success,,UPS Next Day Air Saver®,556,2.268,5,FALSE,SPARTA,NJ,US,WORCESTER,MA,US,271.96,168.99,truck_average,0.127,0.0829,0.0783,0.0045,0,0.2
1ZA82C250289159411,UPS,success,,UPS 2nd Day Air®,545,0.091,0.2,FALSE,WOODINVILLE,WA,US,WORCESTER,MA,US,3945.14,2451.39,truck_average,0.127,0.0456,0.0455,0.0002,0,0.1
1Z7990E01320213488,UPS,success,,UPS Next Day Air Saver®,556,0.181,0.4,FALSE,BALTIMORE,MD,US,WORCESTER,MA,US,523.01,324.99,truck_average,0.127,0.0124,0.0121,0.0004,0,0
1ZR085G63503430077,UPS,success,,UPS 2nd Day Air®,545,1.633,3.6,FALSE,WOODBURN,OR,US,WORCESTER,MA,US,4058.74,2521.98,truck_average,0.127,0.845,0.8417,0.0033,0.04,2.1
1ZB369F00342445849,UPS,success,,UPS Ground,518,1.225,2.7,FALSE,MOORESVILLE,IN,US,WORCESTER,MA,US,1260.25,783.08,truck_average,0.127,0.1985,0.196,0.0024,0.01,0.5
TBA32-/6-120826,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.72,14.815,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0419,0.0285,0.0134,0,0.1
TBA324063120826,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.924,2.037,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0058,0.0039,0.0018,0,0
1Z1R054E0327921849,UPS,success,,UPS Ground,518,1.315,2.9,FALSE,PLEASANT PRAIRIE,WI,US,WORCESTER,MA,US,1320.07,820.25,truck_average,0.127,0.2232,0.2205,0.0026,0.01,0.6
1Z6599660344864070,UPS,success,,UPS Ground,518,0.907,2,FALSE,COLUMBIA,SC,US,WORCESTER,MA,US,1221.7,759.13,truck_average,0.127,0.1426,0.1408,0.0018,0.01,0.4
TBA324045641537,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,9.1,20.062,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0568,0.0386,0.0182,0,0.1
9534616152845245860145,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZE9830A0392023575,UPS,success,,UPS Ground,518,2.268,5,FALSE,IRVING,TX,US,WORCESTER,MA,US,2443.77,1518.49,truck_average,0.127,0.7084,0.7039,0.0045,0.03,1.8
1Z37X3X40199499410,UPS,success,,UPS Next Day Air®,557,7.031,15.5,FALSE,POWAY,CA,US,WORCESTER,MA,US,4074.25,2531.62,truck_average,0.127,3.6519,3.6379,0.0141,0.17,9
1Z37X3X40194317311,UPS,success,,UPS Next Day Air®,557,1.633,3.6,FALSE,POWAY,CA,US,WORCESTER,MA,US,4074.25,2531.62,truck_average,0.127,0.8482,0.8449,0.0033,0.04,2.1
22479405530109355204742390,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
22479400108106244171802550,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9400150105898000718958,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9261290304417745026866,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9200190384839401739831,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253570396420,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
22809405530109355205326674,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253541767006,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253564553501,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253573183751,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324106223142,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.822,4.017,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,last_mile,0.2,0.03,0.03,0,0,0.1
